DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[307496.82381720265],[353873.09776085464],[0.0],[10811.38646091669],[57187.660404568654]
[158845.9417979481],[142032.8052055758],[0.0],[11210.395039030614],[-5602.741553341679]
[151201.1472966828],[121527.10888929447],[0.0],[11261.271],[-18412.76740738831]
[165493.67117054696],[126064.46151009714],[0.0],[11085.887054544604],[-28343.32260590521]
[226870.27894419257],[76217.83522688676],[0.0],[10436.840054544602],[-140215.60366276122]
[182781.21563297015],[152577.8034389186],[0.0],[10480.468460916689],[-19722.94373313486]
[165291.76531938507],[132831.90546374474],[0.0],[11980.458000000002],[-20479.401855640317]
