DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[180104.37414730294],[136629.07788989693],[0.0],[12718.291460916691],[-30757.004796489317]
[141377.50374961738],[35963.33958777878],[0.0],[12235.209000000003],[-93178.95516183859]
[144754.9551284089],[92839.41707197143],[0.0],[12458.299039030615],[-39457.23901740686]
[193152.0882767936],[74398.50545789234],[0.0],[11243.757000000001],[-107509.82581890126]
[175853.49797873152],[144422.9415581535],[0.0],[12272.912054544602],[-19157.644366033404]
[149287.46685706056],[122788.45674862113],[0.0],[11316.459],[-15182.551108439424]
[141672.77303907333],[25017.494115909074],[0.0],[10458.868039030614],[-106196.41088413364]
[138575.66570776125],[66783.84393254251],[0.0],[11952.9664454027],[-59838.855329816026]
[148904.92355650885],[124889.43807881231],[0.0],[12536.538],[-11478.947477696522]
[167505.28990507193],[122639.69468150071],[0.0],[13265.665039030615],[-31599.9301845406]
[171962.80740840134],[87189.04507193],[0.0],[13907.37446091669],[-70866.38787555465]
[153176.6475153796],[120272.00331615939],[0.0],[14235.606000000003],[-18669.038199220202]
