"","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","LOAD_TYPE","OPR_DT","OPR_HR","OPR_INTERVAL","MARKET_RUN_ID","TAC_AREA_NAME","LABEL","XML_DATA_ITEM","POS","MW","EXECUTION_TYPE","GROUP"
"1","2019-12-01T14:00:00-00:00","2019-12-01T15:00:00-00:00",0,"2019-12-01",7,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3033,"ACTUAL",1
"2","2019-12-01T08:00:00-00:00","2019-12-01T09:00:00-00:00",0,"2019-12-01",1,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2684,"ACTUAL",1
"3","2019-12-01T17:00:00-00:00","2019-12-01T18:00:00-00:00",0,"2019-12-01",10,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2477,"ACTUAL",1
"4","2019-12-01T09:00:00-00:00","2019-12-01T10:00:00-00:00",0,"2019-12-01",2,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2665,"ACTUAL",1
"5","2019-12-01T20:00:00-00:00","2019-12-01T21:00:00-00:00",0,"2019-12-01",13,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2232,"ACTUAL",1
"6","2019-12-02T00:00:00-00:00","2019-12-02T01:00:00-00:00",0,"2019-12-01",17,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3057,"ACTUAL",1
"7","2019-12-01T18:00:00-00:00","2019-12-01T19:00:00-00:00",0,"2019-12-01",11,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2336,"ACTUAL",1
"8","2019-12-01T16:00:00-00:00","2019-12-01T17:00:00-00:00",0,"2019-12-01",9,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2677,"ACTUAL",1
"9","2019-12-01T11:00:00-00:00","2019-12-01T12:00:00-00:00",0,"2019-12-01",4,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2735,"ACTUAL",1
"10","2019-12-02T06:00:00-00:00","2019-12-02T07:00:00-00:00",0,"2019-12-01",23,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2676,"ACTUAL",1
"11","2019-12-02T05:00:00-00:00","2019-12-02T06:00:00-00:00",0,"2019-12-01",22,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2831,"ACTUAL",1
"12","2019-12-02T04:00:00-00:00","2019-12-02T05:00:00-00:00",0,"2019-12-01",21,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3006,"ACTUAL",1
"13","2019-12-02T01:00:00-00:00","2019-12-02T02:00:00-00:00",0,"2019-12-01",18,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3197,"ACTUAL",1
"14","2019-12-01T23:00:00-00:00","2019-12-02T00:00:00-00:00",0,"2019-12-01",16,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2727,"ACTUAL",1
"15","2019-12-01T22:00:00-00:00","2019-12-01T23:00:00-00:00",0,"2019-12-01",15,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2440,"ACTUAL",1
"16","2019-12-01T19:00:00-00:00","2019-12-01T20:00:00-00:00",0,"2019-12-01",12,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2256,"ACTUAL",1
"17","2019-12-02T03:00:00-00:00","2019-12-02T04:00:00-00:00",0,"2019-12-01",20,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3121,"ACTUAL",1
"18","2019-12-01T15:00:00-00:00","2019-12-01T16:00:00-00:00",0,"2019-12-01",8,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2905,"ACTUAL",1
"19","2019-12-01T12:00:00-00:00","2019-12-01T13:00:00-00:00",0,"2019-12-01",5,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2854,"ACTUAL",1
"20","2019-12-01T21:00:00-00:00","2019-12-01T22:00:00-00:00",0,"2019-12-01",14,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2285,"ACTUAL",1
"21","2019-12-01T13:00:00-00:00","2019-12-01T14:00:00-00:00",0,"2019-12-01",6,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2992,"ACTUAL",1
"22","2019-12-02T07:00:00-00:00","2019-12-02T08:00:00-00:00",0,"2019-12-01",24,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2592,"ACTUAL",1
"23","2019-12-02T02:00:00-00:00","2019-12-02T03:00:00-00:00",0,"2019-12-01",19,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,3173,"ACTUAL",1
"24","2019-12-01T10:00:00-00:00","2019-12-01T11:00:00-00:00",0,"2019-12-01",3,0,"ACTUAL","AZPS","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,2676,"ACTUAL",1
"25","2019-12-01T13:00:00-00:00","2019-12-01T14:00:00-00:00",0,"2019-12-01",6,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,958,"ACTUAL",2
"26","2019-12-01T09:00:00-00:00","2019-12-01T10:00:00-00:00",0,"2019-12-01",2,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,967,"ACTUAL",2
"27","2019-12-01T15:00:00-00:00","2019-12-01T16:00:00-00:00",0,"2019-12-01",8,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1053,"ACTUAL",2
"28","2019-12-01T08:00:00-00:00","2019-12-01T09:00:00-00:00",0,"2019-12-01",1,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1012,"ACTUAL",2
"29","2019-12-01T10:00:00-00:00","2019-12-01T11:00:00-00:00",0,"2019-12-01",3,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,939,"ACTUAL",2
"30","2019-12-01T17:00:00-00:00","2019-12-01T18:00:00-00:00",0,"2019-12-01",10,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1181,"ACTUAL",2
"31","2019-12-01T23:00:00-00:00","2019-12-02T00:00:00-00:00",0,"2019-12-01",16,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1292,"ACTUAL",2
"32","2019-12-02T00:00:00-00:00","2019-12-02T01:00:00-00:00",0,"2019-12-01",17,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1335,"ACTUAL",2
"33","2019-12-02T01:00:00-00:00","2019-12-02T02:00:00-00:00",0,"2019-12-01",18,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1369,"ACTUAL",2
"34","2019-12-02T03:00:00-00:00","2019-12-02T04:00:00-00:00",0,"2019-12-01",20,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1318,"ACTUAL",2
"35","2019-12-02T04:00:00-00:00","2019-12-02T05:00:00-00:00",0,"2019-12-01",21,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1267,"ACTUAL",2
"36","2019-12-02T05:00:00-00:00","2019-12-02T06:00:00-00:00",0,"2019-12-01",22,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1187,"ACTUAL",2
"37","2019-12-02T07:00:00-00:00","2019-12-02T08:00:00-00:00",0,"2019-12-01",24,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1007,"ACTUAL",2
"38","2019-12-01T12:00:00-00:00","2019-12-01T13:00:00-00:00",0,"2019-12-01",5,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,930,"ACTUAL",2
"39","2019-12-01T14:00:00-00:00","2019-12-01T15:00:00-00:00",0,"2019-12-01",7,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1001,"ACTUAL",2
"40","2019-12-01T16:00:00-00:00","2019-12-01T17:00:00-00:00",0,"2019-12-01",9,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1119,"ACTUAL",2
"41","2019-12-01T20:00:00-00:00","2019-12-01T21:00:00-00:00",0,"2019-12-01",13,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1264,"ACTUAL",2
"42","2019-12-01T21:00:00-00:00","2019-12-01T22:00:00-00:00",0,"2019-12-01",14,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1272,"ACTUAL",2
"43","2019-12-01T22:00:00-00:00","2019-12-01T23:00:00-00:00",0,"2019-12-01",15,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1280,"ACTUAL",2
"44","2019-12-01T18:00:00-00:00","2019-12-01T19:00:00-00:00",0,"2019-12-01",11,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1219,"ACTUAL",2
"45","2019-12-02T02:00:00-00:00","2019-12-02T03:00:00-00:00",0,"2019-12-01",19,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1353,"ACTUAL",2
"46","2019-12-02T06:00:00-00:00","2019-12-02T07:00:00-00:00",0,"2019-12-01",23,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,1088,"ACTUAL",2
"47","2019-12-01T11:00:00-00:00","2019-12-01T12:00:00-00:00",0,"2019-12-01",4,0,"ACTUAL","BANCSMUD","Total Actual Hourly Integrated Load","SYS_FCST_ACT_MW",3.8,924,"ACTUAL",2
