"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-09-01",2,0,"2019-09-01T08:00:00-00:00","2019-09-01T09:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.29445,"ACTUAL",1
"2","2019-09-01",3,0,"2019-09-01T09:00:00-00:00","2019-09-01T10:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.29486,"ACTUAL",1
"3","2019-09-01",4,0,"2019-09-01T10:00:00-00:00","2019-09-01T11:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.29543,"ACTUAL",1
"4","2019-09-01",5,0,"2019-09-01T11:00:00-00:00","2019-09-01T12:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.294,"ACTUAL",1
"5","2019-09-01",6,0,"2019-09-01T12:00:00-00:00","2019-09-01T13:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.31484,"ACTUAL",1
"6","2019-09-01",7,0,"2019-09-01T13:00:00-00:00","2019-09-01T14:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,7.4584,"ACTUAL",1
"7","2019-09-01",8,0,"2019-09-01T14:00:00-00:00","2019-09-01T15:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,421.41031,"ACTUAL",1
"8","2019-09-01",9,0,"2019-09-01T15:00:00-00:00","2019-09-01T16:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1067.36445,"ACTUAL",1
"9","2019-09-01",10,0,"2019-09-01T16:00:00-00:00","2019-09-01T17:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1264.16418,"ACTUAL",1
"10","2019-09-01",11,0,"2019-09-01T17:00:00-00:00","2019-09-01T18:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1298.88033,"ACTUAL",1
"11","2019-09-01",12,0,"2019-09-01T18:00:00-00:00","2019-09-01T19:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1292.00928,"ACTUAL",1
"12","2019-09-01",13,0,"2019-09-01T19:00:00-00:00","2019-09-01T20:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1278.01651,"ACTUAL",1
"13","2019-09-01",14,0,"2019-09-01T20:00:00-00:00","2019-09-01T21:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1267.29267,"ACTUAL",1
"14","2019-09-01",15,0,"2019-09-01T21:00:00-00:00","2019-09-01T22:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1259.76701,"ACTUAL",1
"15","2019-09-01",16,0,"2019-09-01T22:00:00-00:00","2019-09-01T23:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,1243.08816,"ACTUAL",1
