"","OPR_DT","OPR_HR","OPR_INTERVAL","INTERVALSTARTTIME_GMT","INTERVALENDTIME_GMT","TRADING_HUB","RENEWABLE_TYPE","LABEL","XML_DATA_ITEM","MARKET_RUN_ID_POS","RENEW_POS","MW","MARKET_RUN_ID","GROUP"
"1","2019-12-01",1,0,"2019-12-01T08:00:00-00:00","2019-12-01T09:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.47528,"ACTUAL",1
"2","2019-12-01",2,0,"2019-12-01T09:00:00-00:00","2019-12-01T10:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.58464,"ACTUAL",1
"3","2019-12-01",3,0,"2019-12-01T10:00:00-00:00","2019-12-01T11:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.61019,"ACTUAL",1
"4","2019-12-01",4,0,"2019-12-01T11:00:00-00:00","2019-12-01T12:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.62925,"ACTUAL",1
"5","2019-12-01",5,0,"2019-12-01T12:00:00-00:00","2019-12-01T13:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.61343,"ACTUAL",1
"6","2019-12-01",6,0,"2019-12-01T13:00:00-00:00","2019-12-01T14:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.60152,"ACTUAL",1
"7","2019-12-01",7,0,"2019-12-01T14:00:00-00:00","2019-12-01T15:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.80899,"ACTUAL",1
"8","2019-12-01",8,0,"2019-12-01T15:00:00-00:00","2019-12-01T16:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,19.80556,"ACTUAL",1
"9","2019-12-01",9,0,"2019-12-01T16:00:00-00:00","2019-12-01T17:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,34.8621,"ACTUAL",1
"10","2019-12-01",10,0,"2019-12-01T17:00:00-00:00","2019-12-01T18:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,55.8634,"ACTUAL",1
"11","2019-12-01",11,0,"2019-12-01T18:00:00-00:00","2019-12-01T19:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,86.84806,"ACTUAL",1
"12","2019-12-01",12,0,"2019-12-01T19:00:00-00:00","2019-12-01T20:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,126.06995,"ACTUAL",1
"13","2019-12-01",13,0,"2019-12-01T20:00:00-00:00","2019-12-01T21:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,113.19374,"ACTUAL",1
"14","2019-12-01",14,0,"2019-12-01T21:00:00-00:00","2019-12-01T22:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,98.1777,"ACTUAL",1
"15","2019-12-01",15,0,"2019-12-01T22:00:00-00:00","2019-12-01T23:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,73.9982,"ACTUAL",1
"16","2019-12-01",16,0,"2019-12-01T23:00:00-00:00","2019-12-02T00:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,49.00624,"ACTUAL",1
"17","2019-12-01",17,0,"2019-12-02T00:00:00-00:00","2019-12-02T01:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,3.18502,"ACTUAL",1
"18","2019-12-01",18,0,"2019-12-02T01:00:00-00:00","2019-12-02T02:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.64482,"ACTUAL",1
"19","2019-12-01",19,0,"2019-12-02T02:00:00-00:00","2019-12-02T03:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.59686,"ACTUAL",1
"20","2019-12-01",20,0,"2019-12-02T03:00:00-00:00","2019-12-02T04:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.63025,"ACTUAL",1
"21","2019-12-01",21,0,"2019-12-02T04:00:00-00:00","2019-12-02T05:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.62392,"ACTUAL",1
"22","2019-12-01",22,0,"2019-12-02T05:00:00-00:00","2019-12-02T06:00:00-00:00","NP15","Solar","Renewable Forecast Actual Generation","RENEW_FCST_ACT_MW",3,3,-3.63514,"ACTUAL",1
