DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[550904.9676881396],[248210.28553499887],[0.0],[7140.273766376686],[-295554.4083867641]
[501716.0021716085],[0.0],[0.0],[7048.426719827576],[-494667.5754517809]
[519996.8711978139],[275646.47431435715],[0.0],[7040.9220000000005],[-237309.4748834567]
[543412.4689182744],[0.0],[0.0],[7070.014000000001],[-536342.4549182744]
[478476.68100298085],[0.0],[0.0],[7010.780000000001],[-471465.9010029808]
[462591.24956131034],[0.0],[0.0],[6359.759766376679],[-456231.48979493364]
[671687.1475645083],[0.0],[0.0],[6313.552719827579],[-665373.5948446806]
[510803.8730643428],[0.0],[0.0],[7308.93176637668],[-503494.9412979662]
[468923.3149081682],[0.0],[0.0],[6907.502],[-462015.81290816824]
[486034.2520677106],[0.0],[0.0],[6927.130719827581],[-479107.121347883]
[470339.5022021085],[0.0],[0.0],[7100.93376637668],[-463238.5684357318]
[455028.58934798243],[247026.45155539116],[0.0],[6903.162000000001],[-201098.97579259126]
[504173.7011650502],[0.0],[0.0],[6420.582],[-497753.1191650502]
[496554.0442896242],[0.0],[0.0],[6174.06376637668],[-490379.9805232475]
