Generator,Day,Hour,gen_capacity_veh,regup_capacity_veh,regdown_capacity_veh
vehicle,1,1,8514.0,0.0,10.134056225567976
vehicle,1,2,8514.0,0.0,8.289940539184336
vehicle,1,3,8514.0,0.0,0.0
vehicle,1,4,8514.0,0.0,412.62934648010014
vehicle,1,5,8428.86,0.0,7845.6571157834505
vehicle,1,6,8091.978888888889,0.0,9397.20257418641
vehicle,1,7,7931.027500000002,0.0,0.0
vehicle,1,8,7416.04875,0.0,11214.200639060282
vehicle,1,9,8002.634444444445,0.0,0.0
vehicle,1,10,7968.473333333333,0.0,5466.957765476571
vehicle,1,11,7970.838333333336,0.0,5686.135879541653
vehicle,1,12,7931.421666666666,0.0,5644.521703752056
vehicle,1,13,7865.99,0.0,5730.541627130439
vehicle,1,14,7641.315,0.0,5548.409607006029
vehicle,1,15,7725.666666666669,0.0,5630.860032573459
vehicle,1,16,7217.38875,0.0,5731.150657897506
vehicle,1,17,7537.255,0.0,5645.961683402848
vehicle,1,18,7266.856666666668,0.0,5449.737335081138
vehicle,1,19,8011.043333333332,0.0,6067.38970928369
vehicle,1,20,7673.636666666667,0.0,5619.225044517982
vehicle,1,21,8311.135555555558,0.0,5755.532450173624
vehicle,1,22,8147.425000000001,0.0,5658.480358287136
vehicle,1,23,8434.18125,0.0,17252.387026578002
vehicle,1,24,8514.0,0.0,75636.89450911444
