Hour,pr_e,pr_fre_u,pr_fre_d
0,30.486055729324644,2.6594677462018343,8.0
1,30.486055729324644,2.5429846599080306,8.0
2,30.486055729324644,2.5429846599080306,8.0
3,30.486055729324644,2.6594677462018343,8.0
4,31.97468286457417,2.6874675691847014,8.0
5,31.97468286457417,2.837468286457417,8.0
6,31.97468286457417,2.6594677462018343,0.0009962192295314939
7,26.54995326293332,2.294995326293332,8.0
8,26.54995326293332,0.00186112322224073,0.0023261878746931607
9,26.54995326293332,0.0013327824985744595,8.0
10,26.54995326293332,0.0013327824985744595,8.0
11,26.54995326293332,0.0013327824985744595,8.0
12,26.54995326293332,0.0013327824985744595,8.0
13,26.54995326293332,0.0013327824985744595,8.0
14,26.54995326293332,0.0013327824985744595,8.0
15,26.54995326293332,0.0017770943921310844,8.0
16,29.066437961516232,2.837468286457417,8.0
17,31.97468286457417,2.6595900715582688,8.0
18,31.97468286457417,9999.0,8.0
19,31.97468286457417,2.837468286457417,8.0
20,65.98717699359518,2.837468286457417,8.0
21,59.75677719245546,2.837468286457417,8.0
22,31.97468286457417,2.837468286457417,8.0
23,31.97468286457417,2.837468286457417,8.0
