DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6460482.599688208],[0.0],[2361193.612692773],[8821676.212380981]
[0.0],[6726524.725997951],[0.0],[2353255.6184470514],[9079780.344445001]
[0.0],[6822477.834662167],[0.0],[2348159.760113718],[9170637.594775885]
[0.0],[6655373.344602601],[0.0],[2361502.5585869895],[9016875.90318959]
[0.0],[6126316.213455729],[0.0],[2353565.2184470515],[8479881.431902781]
[0.0],[6198919.077841362],[0.0],[2353565.147078432],[8552484.224919794]
