DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[6460482.599688208],[0.0],[2361193.612692773],[8821676.212380981]
[0.0],[6726524.725997951],[0.0],[2353255.6184470514],[9079780.344445001]
[0.0],[6822477.834662167],[0.0],[2348159.760113718],[9170637.594775885]
[0.0],[6655373.344602601],[0.0],[2361502.5585869895],[9016875.90318959]
[0.0],[6126316.213455729],[0.0],[2353565.2184470515],[8479881.431902781]
[0.0],[6198919.077841362],[0.0],[2353565.147078432],[8552484.224919794]
[0.0],[6824815.367775284],[0.0],[2361503.601184215],[9186318.9689595]
[0.0],[6591254.000857644],[0.0],[2345565.8175164927],[8936819.818374136]
[0.0],[6465247.299700097],[0.0],[2361503.018447051],[8826750.318147149]
[0.0],[6537307.487902613],[0.0],[2341694.799400053],[8879002.287302665]
[0.0],[6673737.176590869],[0.0],[2362238.3184470516],[9035975.49503792]
[0.0],[6159148.340340981],[0.0],[2346186.0601137183],[8505334.4004547]
[0.0],[6200861.05249388],[0.0],[2350352.729955609],[8551213.782449488]
[0.0],[6690689.262011603],[0.0],[2344288.016522877],[9034977.27853448]
[0.0],[6413505.183860468],[0.0],[2360690.9011842147],[8774196.085044682]
[0.0],[6662771.035385707],[0.0],[2360574.412692772],[9023345.44807848]
[0.0],[6453952.178070255],[0.0],[2345566.8601137185],[8799519.038183972]
[0.0],[6508540.198722834],[0.0],[2339837.516522877],[8848377.71524571]
[0.0],[6372649.47569217],[0.0],[2351900.464341269],[8724549.94003344]
