DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[666284.7342343907],[0.0],[0.0],[7206.49376637668],[-659078.240468014]
[487390.5810727539],[0.0],[0.0],[7336.434719827581],[-480054.14635292627]
[458504.9457025697],[0.0],[0.0],[7392.672719827575],[-451112.2729827421]
[480646.6978783906],[0.0],[0.0],[6806.674000000001],[-473840.0238783906]
[375358.98178141925],[0.0],[0.0],[6298.110000000001],[-369060.87178141926]
[514735.56292652903],[0.0],[0.0],[7235.711766376679],[-507499.85116015235]
[359219.272309731],[0.0],[0.0],[7342.174719827575],[-351877.0975899034]
[504707.7666199504],[0.0],[0.0],[7512.590486204259],[-497195.17613374616]
[515779.5730480471],[0.0],[0.0],[7532.028],[-508247.5450480471]
[994004.8941699041],[547832.4705229161],[0.0],[7325.724719827576],[-438846.69892716047]
[574705.7890728463],[0.0],[0.0],[6768.811766376679],[-567936.9773064696]
