DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
498700.8485646253,0.0,0.0,19370.022189647658,-479330.82637497765
495962.55523539236,0.0,0.0,17115.322056650217,-478847.2331787421
448066.94010051305,0.0,0.0,20116.920000000002,-427950.02010051307
497906.58636731835,0.0,0.0,18256.600000000006,-479649.9863673183
431018.88149547565,0.0,0.0,20030.800000000003,-410988.08149547566
455314.6671998307,0.0,0.0,15464.920000000006,-439849.7471998307
468522.2444319274,0.0,1522.6761002084731,15365.760000000007,-451633.8083317189
470207.3324320074,0.0,0.0,20882.662189647657,-449324.67024235975
428794.13053856033,0.0,0.0,19735.72,-409058.41053856036
447009.1651533174,0.0,1469.3143157960053,18014.651889530214,-427525.1989479912
0.0,0.0,0.0,0.0,0.0
448318.3985387804,0.0,0.0,17810.08,-430508.3185387804
419056.4582923952,0.0,0.0,18344.52,-400711.9382923952
311475.94687530916,0.0,0.0,17640.120000000003,-293835.82687530917
423610.3931433544,0.0,0.0,19998.202056650214,-403612.1910867042
462099.3404584497,0.0,0.0,20316.200000000004,-441783.14045844966
416367.59995615354,0.0,0.0,20500.920000000002,-395866.67995615356
413822.59887699015,0.0,0.0,21464.640000000007,-392357.95887699013
480024.3003446842,0.0,0.0,20993.120000000003,-459031.1803446842
341059.18539883196,0.0,0.0,18835.16,-322224.025398832
313611.4547123812,0.0,0.0,17530.760000000002,-296080.69471238117
423812.7814647301,0.0,0.0,20111.4,-403701.3814647301
525079.457229176,80089.17768322674,0.0,20794.37188953022,-424195.907656419
492252.5038896944,0.0,0.0,21486.920000000002,-470765.5838896944
426866.76902134606,0.0,0.0,22765.022189647654,-404101.7468316984
419368.35965928866,0.0,0.0,21960.200000000004,-397408.15965928865
489083.7269622976,0.0,0.0,19710.24,-469373.4869622976
637500.99928184,9034.230131251952,0.0,13931.880000000008,-614534.8891505881
1164145.830965899,0.0,1283.5631835713286,18550.282056650216,-1144311.9857256773
