DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[299947.03634025285],[298041.53893377964],[0.0],[13787.96846091669],[11882.471054443507]
[337814.8345607777],[301431.78845452337],[0.0],[14567.742000000002],[-21815.304106254305]
[341796.52786099364],[308286.0879325493],[0.0],[15818.761039030614],[-17691.678889413713]
[311432.3785162436],[278643.92798257095],[0.0],[16004.142000000003],[-16784.30853367265]
[330702.9828651303],[283627.5130906719],[0.0],[15722.015054544605],[-31353.454719913774]
[339484.9959081197],[310264.41640160145],[0.0],[15330.032406372087],[-13890.547100146185]
[155347.60256728448],[107713.51897941339],[0.0],[13419.952039030613],[-34214.13154884048]
[149374.2964871353],[126389.10382673974],[0.0],[11851.4104454027],[-11133.782214992854]
[308391.38937861007],[219677.1535076227],[0.0],[12931.044000000002],[-75783.19187098739]
