DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[681128.2965222651],[459283.19978944905],[0.0],[9626.79976637668],[-212218.29696643935]
[563363.5298521585],[329107.5998245616],[0.0],[9627.548719827577],[-224628.38130776933]
[644012.5178443709],[415393.2294067615],[0.0],[9216.438],[-219402.85043760942]
[0.0],[0.0],[0.0],[0.0],[0.0]
[1041845.5021688682],[999630.6845505779],[0.0],[9877.434000000001],[-32337.383618290303]
[978367.463656748],[587939.1122201738],[0.0],[9994.761766376683],[-380433.58967019746]
