DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[655.4967071634329],[5627018.246816667],[2.688713529748718],[1919104.9885934924],[7545470.427416526]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[729.4481901471107],[5380640.431064149],[0.0],[1972924.3915558576],[7352835.37442986]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5382533.663343318],[2.688713529748718],[1956368.1147482272],[7338904.466805075]
[0.0],[3789486.823575726],[2.688713529748718],[1323446.190371247],[5112935.702660503]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[4916599.192034148],[0.0],[1794287.6412571524],[6710886.8332913]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5511125.301078045],[0.0],[1989937.7776985352],[7501063.07877658]
[0.0],[5189864.63552125],[0.0],[1870655.4321386237],[7060520.0676598735]
[0.0],[4968289.326104193],[0.0],[1838041.1245510452],[6806330.450655239]
[619.6279998429287],[4770582.951540471],[0.0],[1765534.9917413443],[6535498.315281972]
