DemandCost,GenerationRevenue,RegUpRev,RegDownRev,RevenueTotal
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[569.1440282435093],[5212670.537719827],[0.0],[1840214.1105079362],[7052315.50419952]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5389854.232893636],[0.0],[1908242.0150899119],[7298096.247983549]
[591.7538620024777],[5200618.286036357],[0.0],[1873881.8357573494],[7073908.367931704]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[3153783.610742042],[0.0],[1137857.2300324065],[4291640.840774449]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5078435.311943942],[0.0],[1796938.0060720914],[6875373.318016034]
[0.0],[0.0],[0.0],[0.0],[0.0]
[0.0],[5587047.304977575],[0.0],[1928389.3173454124],[7515436.622322988]
[0.0],[5069399.778013734],[2.688713529748718],[1789091.9876044584],[6858494.454331722]
[116.05462930733262],[4953567.060700489],[0.0],[1829261.131373066],[6782712.137444248]
[567.1415195429555],[5623586.30957839],[0.0],[2004931.505140694],[7627950.673199541]
[779.6962184824616],[4990118.396842075],[0.0],[1806815.2418537056],[6796153.942477298]
[566.8599264984158],[5456981.402935797],[0.0],[1954006.8562452884],[7410421.3992545875]
[0.0],[5057827.723681085],[0.0],[1831773.0197390656],[6889600.74342015]
[765.1430583033465],[5029432.787574593],[0.0],[1828718.0140849692],[6857385.658601258]
[0.0],[5247373.723974706],[0.0],[1923072.4698215127],[7170446.193796218]
[475.4799212253529],[5189605.887307998],[2.688713529748718],[1841800.1205290868],[7030933.21662939]
